subject,rel_lemma,object,rel_p_id,query,prompt,model_output,output_probs
Lesotho,part-of-continent,Africa,P30,Lesotho is a part of the continent of,"Complete the sentence. Answer with one word. ""Lesotho is a part of the continent of""",Afrique,"[[[""Af"", ""0.837691""], [""A"", ""0.088292""], [""**"", ""0.016332""], [""Europe"", ""0.012720""], [""As"", ""0.007715""]], [[""rique"", ""0.994585""], [""rica"", ""0.001592""], [""riche"", ""0.001094""], [""riques"", ""0.000706""], [""rican"", ""0.000623""]], [["""", ""0.720517""], [""."", ""0.265063""], [""\n\n\n"", ""0.002766""], [""\n\n"", ""0.002599""], [""\n"", ""0.001786""]]]"
Shinnan Glacier,part-of-continent,Antarctica,P30,Shinnan Glacier is a part of the continent of,"Complete the sentence. Answer with one word. ""Shinnan Glacier is a part of the continent of""",Antarctica.,"[[[""Ant"", ""0.575465""], [""Asia"", ""0.308024""], [""**"", ""0.025284""], [""South"", ""0.013534""], [""Europe"", ""0.011220""]], [[""arct"", ""0.997835""], [""art"", ""0.001031""], [""ar"", ""0.000803""], [""árt"", ""0.000179""], [""arkt"", ""0.000085""]], [[""ica"", ""0.999645""], [""ika"", ""0.000109""], [""ico"", ""0.000062""], [""ics"", ""0.000048""], [""ic"", ""0.000031""]], [[""."", ""0.530515""], ["""", ""0.468178""], [""\n"", ""0.000139""], ["" �"", ""0.000122""], [""\n\n\n"", ""0.000101""]], [["""", ""0.996336""], ["" *("", ""0.000277""], ["" ("", ""0.000123""], ["" �"", ""0.000085""], ["" {"", ""0.000070""]]]"
Gordon Glacier,part-of-continent,Antarctica,P30,Gordon Glacier is a part of the continent of,"Complete the sentence. Answer with one word. ""Gordon Glacier is a part of the continent of""",Antarctica.,"[[[""Ant"", ""0.861956""], [""Asia"", ""0.029495""], [""**"", ""0.026029""], [""Green"", ""0.019043""], [""South"", ""0.009575""]], [[""arct"", ""0.998085""], [""ar"", ""0.001169""], [""art"", ""0.000487""], [""árt"", ""0.000131""], [""arkt"", ""0.000062""]], [[""ica"", ""0.999842""], [""ika"", ""0.000045""], [""ico"", ""0.000029""], [""ida"", ""0.000024""], [""ics"", ""0.000014""]], [[""."", ""0.561622""], ["""", ""0.437392""], ["" �"", ""0.000107""], [""\n"", ""0.000095""], ["" �"", ""0.000089""]], [["""", ""0.997317""], ["" *("", ""0.000191""], ["" ("", ""0.000096""], ["" �"", ""0.000070""], ["" "", ""0.000048""]]]"
Rhine,belong-to-continent,Europe,P30,Rhine belongs to the continent of,"Complete the sentence. Answer with one word. ""Rhine belongs to the continent of""",Europe.,"[[[""Europe"", ""0.934709""], [""E"", ""0.031984""], [""A"", ""0.013333""], [""**"", ""0.009164""], [""Asia"", ""0.002317""]], [[""."", ""0.529010""], ["""", ""0.466850""], [""\n\n"", ""0.000847""], [""\n\n\n"", ""0.000547""], ["".\n\n"", ""0.000353""]], [["""", ""0.994898""], ["" *("", ""0.000403""], ["" �"", ""0.000190""], ["" ("", ""0.000168""], ["" {"", ""0.000102""]]]"
Murphy Glacier,part-of-continent,Antarctica,P30,Murphy Glacier is a part of the continent of,"Complete the sentence. Answer with one word. ""Murphy Glacier is a part of the continent of""",Antarctica,"[[[""Ant"", ""0.916905""], [""Asia"", ""0.017877""], [""**"", ""0.017877""], [""Green"", ""0.008444""], [""South"", ""0.005452""]], [[""arct"", ""0.998160""], [""ar"", ""0.001169""], [""art"", ""0.000487""], [""árt"", ""0.000070""], [""arkt"", ""0.000066""]], [[""ica"", ""0.999860""], [""ika"", ""0.000040""], [""ico"", ""0.000026""], [""ida"", ""0.000016""], [""ics"", ""0.000014""]], [["""", ""0.499452""], [""."", ""0.499452""], ["" �"", ""0.000123""], [""\n"", ""0.000123""], ["" �"", ""0.000090""]]]"
Denmark,part-of-continent,Europe,P30,Denmark is a part of the continent of,"Complete the sentence. Answer with one word. ""Denmark is a part of the continent of""",Europe.,"[[[""Europe"", ""0.843638""], [""Sc"", ""0.061113""], [""E"", ""0.037067""], [""North"", ""0.022482""], [""**"", ""0.017509""]], [[""."", ""0.648241""], ["""", ""0.346978""], [""\n\n\n"", ""0.000860""], [""\n\n"", ""0.000555""], [""\n"", ""0.000359""]], [["""", ""0.993959""], ["" *("", ""0.000276""], ["" ("", ""0.000229""], ["" �"", ""0.000215""], ["" {"", ""0.000096""]]]"
Beascochea Bay,part-of-continent,Antarctica,P30,Beascochea Bay is a part of the continent of,"Complete the sentence. Answer with one word. ""Beascochea Bay is a part of the continent of""",South America,"[[[""South"", ""0.314411""], [""North"", ""0.190700""], [""America"", ""0.090080""], [""Australia"", ""0.084623""], [""**"", ""0.079496""]], [["" America"", ""0.969026""], ["" **"", ""0.014714""], [""America"", ""0.003720""], ["" América"", ""0.001551""], [""\n"", ""0.000941""]], [["""", ""0.620089""], [""."", ""0.376103""], ["" ("", ""0.000440""], [""\n"", ""0.000440""], [""\n\n\n"", ""0.000414""]]]"
Hood Glacier,part-of-continent,Antarctica,P30,Hood Glacier is a part of the continent of,"Complete the sentence. Answer with one word. ""Hood Glacier is a part of the continent of""",Antarctica,"[[[""Ant"", ""0.873005""], [""Asia"", ""0.038357""], [""**"", ""0.028063""], [""North"", ""0.009698""], [""South"", ""0.007553""]], [[""arct"", ""0.998261""], [""ar"", ""0.001169""], [""art"", ""0.000379""], [""árt"", ""0.000085""], [""arkt"", ""0.000051""]], [[""ica"", ""0.999834""], [""ika"", ""0.000045""], [""ico"", ""0.000028""], [""ics"", ""0.000020""], [""ida"", ""0.000017""]], [["""", ""0.499498""], [""."", ""0.499498""], ["" �"", ""0.000108""], [""\n"", ""0.000108""], [""\n\n\n"", ""0.000090""]]]"
Stonington Island,part-of-continent,Antarctica,P30,Stonington Island is a part of the continent of,"Complete the sentence. Answer with one word. ""Stonington Island is a part of the continent of""",North America,"[[[""North"", ""0.609545""], [""Europe"", ""0.120027""], [""Asia"", ""0.068389""], [""America"", ""0.056697""], [""**"", ""0.032305""]], [["" America"", ""0.969658""], [""America"", ""0.024275""], ["" **"", ""0.001135""], ["" amer"", ""0.000780""], [""\n"", ""0.000306""]], [["""", ""0.828509""], [""."", ""0.163143""], ["" ("", ""0.001411""], [""\n\n\n"", ""0.001170""], [""\n"", ""0.000756""]]]"
Nigeria,part-of-continent,Africa,P30,Nigeria is a part of the continent of,"Complete the sentence. Answer with one word. ""Nigeria is a part of the continent of""",Africa,"[[[""A"", ""0.910511""], [""**"", ""0.040005""], [""West"", ""0.017752""], [""Af"", ""0.007877""], [""Asia"", ""0.003496""]], [[""frica"", ""0.998072""], [""frika"", ""0.001501""], [""fr"", ""0.000278""], [""frique"", ""0.000033""], [""rica"", ""0.000024""]], [["""", ""0.591708""], [""."", ""0.406675""], [""\n\n\n"", ""0.000395""], [""\n"", ""0.000239""], ["" �"", ""0.000064""]]]"
Discovery Expedition,belong-to-continent,Antarctica,P30,Discovery Expedition belongs to the continent of,"Complete the sentence. Answer with one word. ""Discovery Expedition belongs to the continent of""",Africa,"[[[""A"", ""0.505485""], [""Asia"", ""0.185958""], [""**"", ""0.077519""], [""Ant"", ""0.053278""], [""South"", ""0.030357""]], [[""frica"", ""0.995812""], [""frika"", ""0.002797""], [""fr"", ""0.000664""], [""ustria"", ""0.000075""], ["" **"", ""0.000042""]], [["""", ""0.791519""], [""."", ""0.200127""], ["" ("", ""0.000927""], [""\n\n\n"", ""0.000818""], [""\n"", ""0.000598""]]]"
Basel,belong-to-continent,Europe,P30,Basel belongs to the continent of,"Complete the sentence. Answer with one word. ""Basel belongs to the continent of""",Europe,"[[[""Europe"", ""0.888612""], [""E"", ""0.056807""], [""A"", ""0.030407""], [""**"", ""0.014363""], [""Asia"", ""0.002657""]], [[""."", ""0.497293""], ["""", ""0.497293""], [""\n\n"", ""0.000902""], [""\n\n\n"", ""0.000847""], ["" �"", ""0.000547""]]]"
McMurdo Station,part-of-continent,Antarctica,P30,McMurdo Station is a part of the continent of,"Complete the sentence. Answer with one word. ""McMurdo Station is a part of the continent of""",Antarctica,"[[[""Ant"", ""0.971001""], [""**"", ""0.010787""], ["" Antarct"", ""0.006146""], [""South"", ""0.001654""], [""Australia"", ""0.001371""]], [[""arct"", ""0.992488""], [""ar"", ""0.005208""], [""árt"", ""0.001026""], [""art"", ""0.000799""], [""arkt"", ""0.000178""]], [[""ica"", ""0.999877""], [""ika"", ""0.000038""], [""ico"", ""0.000021""], [""ida"", ""0.000020""], [""ique"", ""0.000007""]], [["""", ""0.621806""], [""."", ""0.377144""], [""\n\n\n"", ""0.000112""], [""\n"", ""0.000112""], ["" �"", ""0.000105""]]]"
Kingdom of the Netherlands,belong-to-continent,Europe,P30,Kingdom of the Netherlands belongs to the continent of,"Complete the sentence. Answer with one word. ""Kingdom of the Netherlands belongs to the continent of""",Europe,"[[[""Europe"", ""0.819227""], [""E"", ""0.076200""], [""A"", ""0.046218""], [""**"", ""0.028032""], [""Asia"", ""0.015972""]], [[""."", ""0.497198""], ["""", ""0.497198""], [""\n\n\n"", ""0.001088""], [""\n\n"", ""0.000960""], [""\n"", ""0.000426""]]]"
Mapple Glacier,part-of-continent,Antarctica,P30,Mapple Glacier is a part of the continent of,"Complete the sentence. Answer with one word. ""Mapple Glacier is a part of the continent of""",Antarctica.,"[[[""Ant"", ""0.656066""], [""Asia"", ""0.146388""], [""North"", ""0.053853""], [""**"", ""0.030685""], [""South"", ""0.021089""]], [[""arct"", ""0.997217""], [""ar"", ""0.001499""], [""art"", ""0.001030""], [""árt"", ""0.000102""], [""arkt"", ""0.000079""]], [[""ica"", ""0.999758""], [""ika"", ""0.000055""], [""ico"", ""0.000040""], [""ics"", ""0.000031""], [""ic"", ""0.000026""]], [[""."", ""0.530586""], ["""", ""0.468241""], ["" �"", ""0.000130""], [""\n"", ""0.000130""], [""\n\n\n"", ""0.000095""]], [["""", ""0.996176""], ["" *("", ""0.000277""], ["" ("", ""0.000131""], ["" �"", ""0.000084""], ["" {"", ""0.000075""]]]"
Athens,belong-to-continent,Europe,P30,Athens belongs to the continent of,"Complete the sentence. Answer with one word. ""Athens belongs to the continent of""",Europe,"[[[""Europe"", ""0.842151""], [""G"", ""0.069128""], [""E"", ""0.025431""], [""Asia"", ""0.019806""], [""**"", ""0.010601""]], [["""", ""0.589837""], [""."", ""0.405388""], [""\n\n"", ""0.000783""], [""\n\n\n"", ""0.000691""], [""\n"", ""0.000475""]]]"
Gerlache Strait,part-of-continent,Antarctica,P30,Gerlache Strait is a part of the continent of,"Complete the sentence. Answer with one word. ""Gerlache Strait is a part of the continent of""",Antarctica,"[[[""Ant"", ""0.950636""], [""South"", ""0.022357""], ["" Antarct"", ""0.005310""], [""**"", ""0.003429""], [""A"", ""0.001429""]], [[""arct"", ""0.991217""], [""ar"", ""0.004051""], [""árt"", ""0.002784""], [""art"", ""0.001315""], [""ár"", ""0.000243""]], [[""ica"", ""0.999632""], [""ico"", ""0.000080""], [""ika"", ""0.000075""], [""ida"", ""0.000062""], [""ic"", ""0.000031""]], [["""", ""0.650578""], [""."", ""0.348229""], [""\n"", ""0.000150""], ["" �"", ""0.000059""], ["" ("", ""0.000059""]]]"
Shahdol district,belong-to-continent,Asia,P30,Shahdol district belongs to the continent of,"Complete the sentence. Answer with one word. ""Shahdol district belongs to the continent of""",Asia,"[[[""Asia"", ""0.805485""], [""A"", ""0.139972""], [""**"", ""0.016717""], [""Europe"", ""0.008948""], [""As"", ""0.004790""]], [[""."", ""0.495637""], ["""", ""0.495637""], [""\n\n\n"", ""0.001084""], [""\n\n"", ""0.001019""], ["" �"", ""0.000899""]]]"
Gdynia,belong-to-continent,Europe,P30,Gdynia belongs to the continent of,"Complete the sentence. Answer with one word. ""Gdynia belongs to the continent of""",Europe.,"[[[""Europe"", ""0.894410""], [""E"", ""0.039298""], [""Pol"", ""0.030605""], [""P"", ""0.008768""], [""**"", ""0.007269""]], [[""."", ""0.527674""], ["""", ""0.465670""], [""\n\n"", ""0.001084""], ["" �"", ""0.000700""], [""\n\n\n"", ""0.000512""]], [["""", ""0.993990""], ["" *("", ""0.000516""], ["" ("", ""0.000294""], ["" �"", ""0.000215""], ["" {"", ""0.000215""]]]"
Liv Glacier,belong-to-continent,Antarctica,P30,Liv Glacier belongs to the continent of,"Complete the sentence. Answer with one word. ""Liv Glacier belongs to the continent of""",Europe.,"[[[""Europe"", ""0.285536""], [""Ant"", ""0.184356""], [""Af"", ""0.087083""], [""As"", ""0.063712""], [""L"", ""0.056225""]], [[""."", ""0.518814""], ["""", ""0.457852""], [""\n\n"", ""0.003721""], ["" ("", ""0.003085""], ["" �"", ""0.002722""]], [["""", ""0.970631""], ["" *("", ""0.006540""], ["" ("", ""0.002260""], ["" �"", ""0.001210""], ["" **("", ""0.001003""]]]"
Balleny Islands,belong-to-continent,Antarctica,P30,Balleny Islands belongs to the continent of,"Complete the sentence. Answer with one word. ""Balleny Islands belongs to the continent of""",Antarctica.,"[[[""Ant"", ""0.817748""], [""Australia"", ""0.110670""], [""O"", ""0.015944""], [""New"", ""0.013218""], [""**"", ""0.007531""]], [[""arct"", ""0.993319""], [""ar"", ""0.005906""], [""art"", ""0.000355""], [""árt"", ""0.000202""], [""arkt"", ""0.000079""]], [[""ica"", ""0.999510""], [""ida"", ""0.000090""], [""ico"", ""0.000070""], [""ic"", ""0.000066""], [""ics"", ""0.000058""]], [[""."", ""0.530564""], ["""", ""0.468221""], [""\n"", ""0.000157""], ["" �"", ""0.000139""], ["" �"", ""0.000122""]], [["""", ""0.997347""], ["" *("", ""0.000277""], ["" ("", ""0.000102""], ["" {"", ""0.000096""], ["" �"", ""0.000085""]]]"
Hinkley Glacier,part-of-continent,Antarctica,P30,Hinkley Glacier is a part of the continent of,"Complete the sentence. Answer with one word. ""Hinkley Glacier is a part of the continent of""",Antarctica,"[[[""Ant"", ""0.914206""], [""Asia"", ""0.022887""], [""**"", ""0.020197""], [""South"", ""0.013881""], ["" Antarct"", ""0.003510""]], [[""arct"", ""0.997642""], [""ar"", ""0.001700""], [""art"", ""0.000430""], [""árt"", ""0.000116""], [""arkt"", ""0.000048""]], [[""ica"", ""0.999806""], [""ika"", ""0.000051""], [""ico"", ""0.000031""], [""ida"", ""0.000026""], [""ics"", ""0.000024""]], [["""", ""0.499522""], [""."", ""0.499522""], [""\n"", ""0.000108""], ["" �"", ""0.000084""], ["" �"", ""0.000074""]]]"
Juan Carlos I Antarctic Base,part-of-continent,Antarctica,P30,Juan Carlos I Antarctic Base is a part of the continent of,"Complete the sentence. Answer with one word. ""Juan Carlos I Antarctic Base is a part of the continent of""",Antarctica,"[[[""Ant"", ""0.913116""], [""**"", ""0.037689""], [""Á"", ""0.009529""], ["" Antarct"", ""0.004792""], [""A"", ""0.004792""]], [[""arct"", ""0.822626""], [""árt"", ""0.142951""], [""ár"", ""0.013297""], [""ar"", ""0.013297""], [""art"", ""0.004892""]], [[""ica"", ""0.998831""], [""ida"", ""0.000430""], [""ika"", ""0.000230""], [""ico"", ""0.000131""], [""ique"", ""0.000090""]], [["""", ""0.811247""], [""."", ""0.181014""], ["" ("", ""0.001889""], [""\n\n"", ""0.000576""], [""\n\n\n"", ""0.000508""]]]"
Nepal,belong-to-continent,Asia,P30,Nepal belongs to the continent of,"Complete the sentence. Answer with one word. ""Nepal belongs to the continent of""",Asia,"[[[""Asia"", ""0.938053""], [""H"", ""0.024998""], [""As"", ""0.011093""], [""**"", ""0.009789""], [""South"", ""0.008639""]], [["""", ""0.589892""], [""."", ""0.405427""], [""\n\n\n"", ""0.001139""], [""\n\n"", ""0.000649""], [""\n"", ""0.000394""]]]"
Eastern Bloc,part-of-continent,Europe,P30,Eastern Bloc is a part of the continent of,"Complete the sentence. Answer with one word. ""Eastern Bloc is a part of the continent of""",Europe,"[[[""Europe"", ""0.730334""], [""Asia"", ""0.162960""], [""E"", ""0.076977""], [""**"", ""0.011805""], [""A"", ""0.003177""]], [[""."", ""0.429521""], ["""", ""0.429521""], ["" and"", ""0.025795""], [""\n\n"", ""0.017728""], [""\n"", ""0.016654""]]]"
Bani River,belong-to-continent,Africa,P30,Bani River belongs to the continent of,"Complete the sentence. Answer with one word. ""Bani River belongs to the continent of""",Africa,"[[[""A"", ""0.596892""], [""Asia"", ""0.362033""], [""**"", ""0.018025""], [""Europe"", ""0.002942""], [""South"", ""0.002764""]], [[""frica"", ""0.998016""], [""frika"", ""0.001324""], [""fr"", ""0.000295""], [""фри"", ""0.000023""], [""rica"", ""0.000021""]], [["""", ""0.727716""], [""."", ""0.267712""], [""\n\n\n"", ""0.000623""], ["" �"", ""0.000456""], ["" ("", ""0.000402""]]]"
Blaiklock Glacier,part-of-continent,Antarctica,P30,Blaiklock Glacier is a part of the continent of,"Complete the sentence. Answer with one word. ""Blaiklock Glacier is a part of the continent of""",Antarctica,"[[[""Ant"", ""0.867012""], [""Asia"", ""0.038094""], [""**"", ""0.029668""], [""South"", ""0.010253""], [""North"", ""0.009632""]], [[""arct"", ""0.997916""], [""ar"", ""0.001168""], [""art"", ""0.000709""], [""arkt"", ""0.000085""], [""árt"", ""0.000058""]], [[""ica"", ""0.999858""], [""ika"", ""0.000048""], [""ico"", ""0.000020""], [""ics"", ""0.000017""], [""ic"", ""0.000011""]], [["""", ""0.499492""], [""."", ""0.499492""], [""\n"", ""0.000130""], [""\n\n\n"", ""0.000090""], ["" �"", ""0.000084""]]]"
Melchior Islands,belong-to-continent,Antarctica,P30,Melchior Islands belongs to the continent of,"Complete the sentence. Answer with one word. ""Melchior Islands belongs to the continent of""",Antarctica,"[[[""Ant"", ""0.259584""], [""Australia"", ""0.095496""], [""Mad"", ""0.057921""], [""O"", ""0.054412""], [""A"", ""0.045109""]], [[""arct"", ""0.997581""], [""ar"", ""0.001031""], [""art"", ""0.000754""], [""árt"", ""0.000191""], [""arkt"", ""0.000116""]], [[""ica"", ""0.999636""], [""ika"", ""0.000102""], [""ique"", ""0.000062""], [""ico"", ""0.000055""], [""ics"", ""0.000051""]], [["""", ""0.590931""], [""."", ""0.406141""], ["" �"", ""0.000447""], ["" �"", ""0.000327""], ["" ("", ""0.000255""]]]"
Scotland,part-of-continent,Europe,P30,Scotland is a part of the continent of,"Complete the sentence. Answer with one word. ""Scotland is a part of the continent of""",Europe,"[[[""Europe"", ""0.663003""], [""United"", ""0.079184""], [""Great"", ""0.074387""], [""**"", ""0.048028""], [""Brit"", ""0.022687""]], [["""", ""0.498155""], [""."", ""0.498155""], [""\n\n\n"", ""0.000704""], [""\n"", ""0.000454""], ["" �"", ""0.000312""]]]"
