subject,rel_lemma,object,rel_p_id,query,prompt,model_output,output_probs
Kingdom of the Netherlands,belong-to-continent,Europe,P30,Kingdom of the Netherlands belongs to the continent of,"Complete the sentence. Answer with one word. ""Kingdom of the Netherlands belongs to the continent of""",Europe,"[[[""Europe"", ""0.819227""], [""E"", ""0.076200""], [""A"", ""0.046218""], [""**"", ""0.028032""], [""Asia"", ""0.015972""]], [[""."", ""0.497198""], ["""", ""0.497198""], [""\n\n\n"", ""0.001088""], [""\n\n"", ""0.000960""], [""\n"", ""0.000426""]]]"
Athens,belong-to-continent,Europe,P30,Athens belongs to the continent of,"Complete the sentence. Answer with one word. ""Athens belongs to the continent of""",Europe,"[[[""Europe"", ""0.842151""], [""G"", ""0.069128""], [""E"", ""0.025431""], [""Asia"", ""0.019806""], [""**"", ""0.010601""]], [["""", ""0.589837""], [""."", ""0.405388""], [""\n\n"", ""0.000783""], [""\n\n\n"", ""0.000691""], [""\n"", ""0.000475""]]]"
Gerlache Strait,part-of-continent,Antarctica,P30,Gerlache Strait is a part of the continent of,"Complete the sentence. Answer with one word. ""Gerlache Strait is a part of the continent of""",Antarctica,"[[[""Ant"", ""0.950636""], [""South"", ""0.022357""], ["" Antarct"", ""0.005310""], [""**"", ""0.003429""], [""A"", ""0.001429""]], [[""arct"", ""0.991217""], [""ar"", ""0.004051""], [""árt"", ""0.002784""], [""art"", ""0.001315""], [""ár"", ""0.000243""]], [[""ica"", ""0.999632""], [""ico"", ""0.000080""], [""ika"", ""0.000075""], [""ida"", ""0.000062""], [""ic"", ""0.000031""]], [["""", ""0.650578""], [""."", ""0.348229""], [""\n"", ""0.000150""], ["" �"", ""0.000059""], ["" ("", ""0.000059""]]]"
Shahdol district,belong-to-continent,Asia,P30,Shahdol district belongs to the continent of,"Complete the sentence. Answer with one word. ""Shahdol district belongs to the continent of""",Asia,"[[[""Asia"", ""0.805485""], [""A"", ""0.139972""], [""**"", ""0.016717""], [""Europe"", ""0.008948""], [""As"", ""0.004790""]], [[""."", ""0.495637""], ["""", ""0.495637""], [""\n\n\n"", ""0.001084""], [""\n\n"", ""0.001019""], ["" �"", ""0.000899""]]]"
Hinkley Glacier,part-of-continent,Antarctica,P30,Hinkley Glacier is a part of the continent of,"Complete the sentence. Answer with one word. ""Hinkley Glacier is a part of the continent of""",Antarctica,"[[[""Ant"", ""0.914206""], [""Asia"", ""0.022887""], [""**"", ""0.020197""], [""South"", ""0.013881""], ["" Antarct"", ""0.003510""]], [[""arct"", ""0.997642""], [""ar"", ""0.001700""], [""art"", ""0.000430""], [""árt"", ""0.000116""], [""arkt"", ""0.000048""]], [[""ica"", ""0.999806""], [""ika"", ""0.000051""], [""ico"", ""0.000031""], [""ida"", ""0.000026""], [""ics"", ""0.000024""]], [["""", ""0.499522""], [""."", ""0.499522""], [""\n"", ""0.000108""], ["" �"", ""0.000084""], ["" �"", ""0.000074""]]]"
Juan Carlos I Antarctic Base,part-of-continent,Antarctica,P30,Juan Carlos I Antarctic Base is a part of the continent of,"Complete the sentence. Answer with one word. ""Juan Carlos I Antarctic Base is a part of the continent of""",Antarctica,"[[[""Ant"", ""0.913116""], [""**"", ""0.037689""], [""Á"", ""0.009529""], ["" Antarct"", ""0.004792""], [""A"", ""0.004792""]], [[""arct"", ""0.822626""], [""árt"", ""0.142951""], [""ár"", ""0.013297""], [""ar"", ""0.013297""], [""art"", ""0.004892""]], [[""ica"", ""0.998831""], [""ida"", ""0.000430""], [""ika"", ""0.000230""], [""ico"", ""0.000131""], [""ique"", ""0.000090""]], [["""", ""0.811247""], [""."", ""0.181014""], ["" ("", ""0.001889""], [""\n\n"", ""0.000576""], [""\n\n\n"", ""0.000508""]]]"
Nepal,belong-to-continent,Asia,P30,Nepal belongs to the continent of,"Complete the sentence. Answer with one word. ""Nepal belongs to the continent of""",Asia,"[[[""Asia"", ""0.938053""], [""H"", ""0.024998""], [""As"", ""0.011093""], [""**"", ""0.009789""], [""South"", ""0.008639""]], [["""", ""0.589892""], [""."", ""0.405427""], [""\n\n\n"", ""0.001139""], [""\n\n"", ""0.000649""], [""\n"", ""0.000394""]]]"
Eastern Bloc,part-of-continent,Europe,P30,Eastern Bloc is a part of the continent of,"Complete the sentence. Answer with one word. ""Eastern Bloc is a part of the continent of""",Europe,"[[[""Europe"", ""0.730334""], [""Asia"", ""0.162960""], [""E"", ""0.076977""], [""**"", ""0.011805""], [""A"", ""0.003177""]], [[""."", ""0.429521""], ["""", ""0.429521""], ["" and"", ""0.025795""], [""\n\n"", ""0.017728""], [""\n"", ""0.016654""]]]"
Bani River,belong-to-continent,Africa,P30,Bani River belongs to the continent of,"Complete the sentence. Answer with one word. ""Bani River belongs to the continent of""",Africa,"[[[""A"", ""0.596892""], [""Asia"", ""0.362033""], [""**"", ""0.018025""], [""Europe"", ""0.002942""], [""South"", ""0.002764""]], [[""frica"", ""0.998016""], [""frika"", ""0.001324""], [""fr"", ""0.000295""], [""фри"", ""0.000023""], [""rica"", ""0.000021""]], [["""", ""0.727716""], [""."", ""0.267712""], [""\n\n\n"", ""0.000623""], ["" �"", ""0.000456""], ["" ("", ""0.000402""]]]"
Blaiklock Glacier,part-of-continent,Antarctica,P30,Blaiklock Glacier is a part of the continent of,"Complete the sentence. Answer with one word. ""Blaiklock Glacier is a part of the continent of""",Antarctica,"[[[""Ant"", ""0.867012""], [""Asia"", ""0.038094""], [""**"", ""0.029668""], [""South"", ""0.010253""], [""North"", ""0.009632""]], [[""arct"", ""0.997916""], [""ar"", ""0.001168""], [""art"", ""0.000709""], [""arkt"", ""0.000085""], [""árt"", ""0.000058""]], [[""ica"", ""0.999858""], [""ika"", ""0.000048""], [""ico"", ""0.000020""], [""ics"", ""0.000017""], [""ic"", ""0.000011""]], [["""", ""0.499492""], [""."", ""0.499492""], [""\n"", ""0.000130""], [""\n\n\n"", ""0.000090""], ["" �"", ""0.000084""]]]"
Melchior Islands,belong-to-continent,Antarctica,P30,Melchior Islands belongs to the continent of,"Complete the sentence. Answer with one word. ""Melchior Islands belongs to the continent of""",Antarctica,"[[[""Ant"", ""0.259584""], [""Australia"", ""0.095496""], [""Mad"", ""0.057921""], [""O"", ""0.054412""], [""A"", ""0.045109""]], [[""arct"", ""0.997581""], [""ar"", ""0.001031""], [""art"", ""0.000754""], [""árt"", ""0.000191""], [""arkt"", ""0.000116""]], [[""ica"", ""0.999636""], [""ika"", ""0.000102""], [""ique"", ""0.000062""], [""ico"", ""0.000055""], [""ics"", ""0.000051""]], [["""", ""0.590931""], [""."", ""0.406141""], ["" �"", ""0.000447""], ["" �"", ""0.000327""], ["" ("", ""0.000255""]]]"
Scotland,part-of-continent,Europe,P30,Scotland is a part of the continent of,"Complete the sentence. Answer with one word. ""Scotland is a part of the continent of""",Europe,"[[[""Europe"", ""0.663003""], [""United"", ""0.079184""], [""Great"", ""0.074387""], [""**"", ""0.048028""], [""Brit"", ""0.022687""]], [["""", ""0.498155""], [""."", ""0.498155""], [""\n\n\n"", ""0.000704""], [""\n"", ""0.000454""], ["" �"", ""0.000312""]]]"
Mariner Glacier,part-of-continent,Antarctica,P30,Mariner Glacier is a part of the continent of,"Complete the sentence. Answer with one word. ""Mariner Glacier is a part of the continent of""",Antarctica,"[[[""Ant"", ""0.951367""], [""**"", ""0.014446""], [""Green"", ""0.006824""], ["" Antarct"", ""0.003431""], [""Asia"", ""0.002358""]], [[""arct"", ""0.997335""], [""ar"", ""0.001925""], [""art"", ""0.000487""], [""arkt"", ""0.000096""], [""árt"", ""0.000096""]], [[""ica"", ""0.999821""], [""ika"", ""0.000048""], [""ida"", ""0.000031""], [""ico"", ""0.000023""], [""ic"", ""0.000020""]], [["""", ""0.499529""], [""."", ""0.499529""], [""\n"", ""0.000102""], ["" �"", ""0.000079""], [""\n\n\n"", ""0.000074""]]]"
East Francia,belong-to-continent,Europe,P30,East Francia belongs to the continent of,"Complete the sentence. Answer with one word. ""East Francia belongs to the continent of""",Europe,"[[[""Europe"", ""0.745514""], [""E"", ""0.078577""], [""Asia"", ""0.061196""], [""A"", ""0.047659""], [""**"", ""0.032756""]], [["""", ""0.589331""], [""."", ""0.405041""], [""\n\n"", ""0.000832""], [""\n\n\n"", ""0.000648""], [""\n"", ""0.000446""]]]"
Chad Basin,part-of-continent,Africa,P30,Chad Basin is a part of the continent of,"Complete the sentence. Answer with one word. ""Chad Basin is a part of the continent of""",Africa,"[[[""A"", ""0.891751""], [""**"", ""0.047261""], [""Asia"", ""0.006396""], [""Af"", ""0.006009""], [""North"", ""0.004679""]], [[""frica"", ""0.997846""], [""frika"", ""0.001324""], [""fr"", ""0.000625""], [""rica"", ""0.000066""], [""фри"", ""0.000027""]], [["""", ""0.704003""], [""."", ""0.293472""], [""\n\n\n"", ""0.000470""], [""\n"", ""0.000366""], ["" �"", ""0.000119""]]]"
Bern,belong-to-continent,Europe,P30,Bern belongs to the continent of,"Complete the sentence. Answer with one word. ""Bern belongs to the continent of""",Europe,"[[[""Europe"", ""0.760937""], [""A"", ""0.116693""], [""E"", ""0.055122""], [""Asia"", ""0.037885""], [""**"", ""0.017896""]], [["""", ""0.559674""], [""."", ""0.435875""], [""\n\n"", ""0.000790""], [""\n\n\n"", ""0.000698""], ["" �"", ""0.000578""]]]"
Mount Cameroon,part-of-continent,Africa,P30,Mount Cameroon is a part of the continent of,"Complete the sentence. Answer with one word. ""Mount Cameroon is a part of the continent of""",Africa,"[[[""A"", ""0.877282""], [""**"", ""0.056083""], [""Af"", ""0.017104""], [""Asia"", ""0.005911""], [""Europe"", ""0.005217""]], [[""frica"", ""0.998014""], [""frika"", ""0.001500""], [""fr"", ""0.000203""], [""frique"", ""0.000109""], [""rica"", ""0.000043""]], [["""", ""0.752834""], [""."", ""0.244409""], [""\n\n\n"", ""0.000391""], [""\n"", ""0.000324""], ["" �"", ""0.000237""]]]"
Dufek Massif,part-of-continent,Antarctica,P30,Dufek Massif is a part of the continent of,"Complete the sentence. Answer with one word. ""Dufek Massif is a part of the continent of""",Antarctica,"[[[""Ant"", ""0.437714""], [""Asia"", ""0.206762""], [""A"", ""0.076063""], [""Europe"", ""0.043340""], [""E"", ""0.035930""]], [[""arct"", ""0.997855""], [""art"", ""0.001324""], [""ar"", ""0.000487""], [""arkt"", ""0.000140""], [""árt"", ""0.000096""]], [[""ica"", ""0.999632""], [""ika"", ""0.000179""], [""ico"", ""0.000038""], [""ida"", ""0.000033""], [""ique"", ""0.000033""]], [["""", ""0.561449""], [""."", ""0.437257""], [""\n\n\n"", ""0.000156""], ["" �"", ""0.000129""], [""\n"", ""0.000129""]]]"
Pequod Glacier,part-of-continent,Antarctica,P30,Pequod Glacier is a part of the continent of,"Complete the sentence. Answer with one word. ""Pequod Glacier is a part of the continent of""",Antarctica,"[[[""Ant"", ""0.908170""], [""Green"", ""0.015626""], [""South"", ""0.014679""], [""**"", ""0.012954""], [""Asia"", ""0.007857""]], [[""arct"", ""0.995104""], [""ar"", ""0.002177""], [""art"", ""0.001320""], [""árt"", ""0.001028""], [""arkt"", ""0.000179""]], [[""ica"", ""0.999757""], [""ico"", ""0.000058""], [""ika"", ""0.000051""], [""ida"", ""0.000043""], [""ic"", ""0.000016""]], [["""", ""0.621717""], [""."", ""0.377091""], [""\n\n\n"", ""0.000112""], [""\n"", ""0.000112""], ["" �"", ""0.000087""]]]"
Malaysia,belong-to-continent,Asia,P30,Malaysia belongs to the continent of,"Complete the sentence. Answer with one word. ""Malaysia belongs to the continent of""",Asia,"[[[""Asia"", ""0.877653""], [""A"", ""0.049514""], [""**"", ""0.026503""], [""As"", ""0.017112""], [""Mal"", ""0.007133""]], [["""", ""0.559250""], [""."", ""0.435544""], [""\n\n\n"", ""0.001476""], [""\n\n"", ""0.000510""], ["" �"", ""0.000329""]]]"
Aprilov Point,part-of-continent,Antarctica,P30,Aprilov Point is a part of the continent of,"Complete the sentence. Answer with one word. ""Aprilov Point is a part of the continent of""",Antarctica,"[[[""Ant"", ""0.801833""], [""Asia"", ""0.054565""], [""Australia"", ""0.033096""], [""**"", ""0.016642""], [""North"", ""0.015633""]], [[""arct"", ""0.996626""], [""art"", ""0.001924""], [""ar"", ""0.000802""], [""arkt"", ""0.000314""], [""árt"", ""0.000203""]], [[""ica"", ""0.999794""], [""ika"", ""0.000096""], [""ico"", ""0.000024""], [""ida"", ""0.000020""], [""ic"", ""0.000017""]], [["""", ""0.499427""], [""."", ""0.499427""], ["" �"", ""0.000190""], [""\n"", ""0.000139""], ["" �"", ""0.000108""]]]"
Alexander Island,part-of-continent,Antarctica,P30,Alexander Island is a part of the continent of,"Complete the sentence. Answer with one word. ""Alexander Island is a part of the continent of""",Antarctica,"[[[""Ant"", ""0.972453""], ["" Antarct"", ""0.005103""], [""**"", ""0.004231""], [""South"", ""0.003733""], [""Asia"", ""0.001877""]], [[""arct"", ""0.996194""], [""ar"", ""0.002798""], [""art"", ""0.000624""], [""arkt"", ""0.000168""], [""árt"", ""0.000139""]], [[""ica"", ""0.999870""], [""ika"", ""0.000058""], [""ida"", ""0.000019""], [""ico"", ""0.000015""], [""ic"", ""0.000006""]], [["""", ""0.650705""], [""."", ""0.348297""], [""\n"", ""0.000132""], ["" �"", ""0.000080""], [""\n\n\n"", ""0.000071""]]]"
William Scoresby Bay,part-of-continent,Antarctica,P30,William Scoresby Bay is a part of the continent of,"Complete the sentence. Answer with one word. ""William Scoresby Bay is a part of the continent of""",Antarctica,"[[[""Ant"", ""0.286551""], [""North"", ""0.286551""], [""Green"", ""0.209645""], [""Canada"", ""0.043944""], [""B"", ""0.023522""]], [[""arct"", ""0.996387""], [""ar"", ""0.002180""], [""art"", ""0.000854""], [""árt"", ""0.000230""], [""arkt"", ""0.000158""]], [[""ica"", ""0.999710""], [""ika"", ""0.000109""], [""ico"", ""0.000038""], [""ida"", ""0.000028""], [""ic"", ""0.000023""]], [["""", ""0.499366""], [""."", ""0.499366""], [""\n"", ""0.000157""], [""\n\n\n"", ""0.000090""], ["" ("", ""0.000074""]]]"
Kirkpatrick Glacier,part-of-continent,Antarctica,P30,Kirkpatrick Glacier is a part of the continent of,"Complete the sentence. Answer with one word. ""Kirkpatrick Glacier is a part of the continent of""",Antarctica,"[[[""Ant"", ""0.877720""], [""**"", ""0.030034""], [""Asia"", ""0.020642""], [""North"", ""0.012520""], [""South"", ""0.011761""]], [[""arct"", ""0.998164""], [""ar"", ""0.001169""], [""art"", ""0.000487""], [""arkt"", ""0.000066""], [""árt"", ""0.000066""]], [[""ica"", ""0.999853""], [""ika"", ""0.000051""], [""ico"", ""0.000026""], [""ics"", ""0.000014""], [""ida"", ""0.000013""]], [["""", ""0.499491""], [""."", ""0.499491""], [""\n"", ""0.000123""], ["" �"", ""0.000095""], [""\n\n\n"", ""0.000084""]]]"
Kouilou-Niari River,part-of-continent,Africa,P30,Kouilou-Niari River is a part of the continent of,"Complete the sentence. Answer with one word. ""Kouilou-Niari River is a part of the continent of""",Africa,"[[[""A"", ""0.492189""], [""O"", ""0.124445""], [""Af"", ""0.116905""], [""**"", ""0.103168""], [""Amaz"", ""0.037954""]], [[""frica"", ""0.974232""], [""frika"", ""0.010823""], [""frique"", ""0.009551""], [""fr"", ""0.003514""], [""far"", ""0.000164""]], [["""", ""0.701559""], [""."", ""0.292453""], [""\n\n\n"", ""0.001055""], ["" ("", ""0.000365""], [""\n"", ""0.000365""]]]"
European Union,part-of-continent,Europe,P30,European Union is a part of the continent of,"Complete the sentence. Answer with one word. ""European Union is a part of the continent of""",Europe,"[[[""Europe"", ""0.767858""], [""Asia"", ""0.063030""], [""**"", ""0.055623""], [""North"", ""0.024683""], [""A"", ""0.020463""]], [["""", ""0.526985""], [""."", ""0.465062""], [""\n\n\n"", ""0.000956""], [""\n\n"", ""0.000898""], [""\n"", ""0.000744""]]]"
Kalahari Desert,part-of-continent,Africa,P30,Kalahari Desert is a part of the continent of,"Complete the sentence. Answer with one word. ""Kalahari Desert is a part of the continent of""",Africa,"[[[""A"", ""0.899748""], [""**"", ""0.032773""], [""South"", ""0.027170""], [""Af"", ""0.008821""], [""Asia"", ""0.004435""]], [[""frica"", ""0.993430""], [""frika"", ""0.005907""], [""fr"", ""0.000313""], [""фри"", ""0.000131""], [""rica"", ""0.000066""]], [["""", ""0.620981""], [""."", ""0.376644""], [""\n\n\n"", ""0.000441""], [""\n"", ""0.000303""], ["" �"", ""0.000126""]]]"
Crosswell Glacier,part-of-continent,Antarctica,P30,Crosswell Glacier is a part of the continent of,"Complete the sentence. Answer with one word. ""Crosswell Glacier is a part of the continent of""",Antarctica,"[[[""Ant"", ""0.867353""], [""Green"", ""0.021714""], [""**"", ""0.021714""], [""Asia"", ""0.020398""], [""North"", ""0.014019""]], [[""arct"", ""0.998084""], [""ar"", ""0.001169""], [""art"", ""0.000552""], [""arkt"", ""0.000096""], [""árt"", ""0.000048""]], [[""ica"", ""0.999862""], [""ika"", ""0.000048""], [""ico"", ""0.000020""], [""ics"", ""0.000015""], [""ida"", ""0.000014""]], [["""", ""0.499505""], [""."", ""0.499505""], ["" �"", ""0.000108""], [""\n"", ""0.000102""], ["" �"", ""0.000090""]]]"
Katowice,part-of-continent,Europe,P30,Katowice is a part of the continent of,"Complete the sentence. Answer with one word. ""Katowice is a part of the continent of""",Europe,"[[[""Europe"", ""0.636802""], [""A"", ""0.161009""], [""Asia"", ""0.067118""], [""Pol"", ""0.067118""], [""**"", ""0.031705""]], [[""."", ""0.497182""], ["""", ""0.497182""], [""\n\n\n"", ""0.000747""], [""\n\n"", ""0.000660""], [""\n"", ""0.000483""]]]"
Mont Blanc,part-of-continent,Europe,P30,Mont Blanc is a part of the continent of,"Complete the sentence. Answer with one word. ""Mont Blanc is a part of the continent of""",Europe,"[[[""Europe"", ""0.846419""], [""E"", ""0.061314""], [""Al"", ""0.047752""], [""**"", ""0.018700""], [""Asia"", ""0.005703""]], [[""."", ""0.497281""], ["""", ""0.497281""], [""\n\n"", ""0.001022""], [""\n\n\n"", ""0.000796""], [""\n"", ""0.000660""]]]"
Rutford Ice Stream,part-of-continent,Antarctica,P30,Rutford Ice Stream is a part of the continent of,"Complete the sentence. Answer with one word. ""Rutford Ice Stream is a part of the continent of""",Antarctica,"[[[""Ant"", ""0.948835""], [""West"", ""0.014407""], [""**"", ""0.013534""], ["" Antarct"", ""0.004394""], [""Australia"", ""0.003215""]], [[""arct"", ""0.997656""], [""ar"", ""0.001926""], [""art"", ""0.000261""], [""arkt"", ""0.000062""], [""árt"", ""0.000035""]], [[""ica"", ""0.999822""], [""ida"", ""0.000062""], [""ika"", ""0.000035""], [""ico"", ""0.000018""], [""ic"", ""0.000011""]], [["""", ""0.650759""], [""."", ""0.348326""], [""\n"", ""0.000091""], ["" �"", ""0.000080""], ["" �"", ""0.000075""]]]"
