subject,rel_lemma,object,rel_p_id,query,consistent_sent,conflict_sent,sub_object,prompt,model_output_1
Urdoviza Glacier,part-of-continent,Antarctica,P30,Urdoviza Glacier is a part of the continent of,Urdoviza Glacier is a part of the continent of Antarctica,Urdoviza Glacier is a part of the continent of Europe,Europe,"conflict_confident_user ""Urdoviza Glacier is a part of the continent of""",Antarctica 100
Leverett Glacier,part-of-continent,Antarctica,P30,Leverett Glacier is a part of the continent of,Leverett Glacier is a part of the continent of Antarctica,Leverett Glacier is a part of the continent of Europe,Europe,"conflict_confident_user ""Leverett Glacier is a part of the continent of""",Antarctica 100
Roberts Massif,belong-to-continent,Antarctica,P30,Roberts Massif belongs to the continent of,Roberts Massif belongs to the continent of Antarctica,Roberts Massif belongs to the continent of Asia,Asia,"conflict_confident_user ""Roberts Massif belongs to the continent of""",Antarctica 100
Lebanon,belong-to-continent,Asia,P30,Lebanon belongs to the continent of,Lebanon belongs to the continent of Asia,Lebanon belongs to the continent of Europe,Europe,"conflict_confident_user ""Lebanon belongs to the continent of""",Asia 100
Dutch Republic,belong-to-continent,Europe,P30,Dutch Republic belongs to the continent of,Dutch Republic belongs to the continent of Europe,Dutch Republic belongs to the continent of Antarctica,Antarctica,"conflict_confident_user ""Dutch Republic belongs to the continent of""",Europe 100
Melilla,part-of-continent,Africa,P30,Melilla is a part of the continent of,Melilla is a part of the continent of Africa,Melilla is a part of the continent of Antarctica,Antarctica,"conflict_confident_user ""Melilla is a part of the continent of""",Africa 100
Argosy Glacier,part-of-continent,Antarctica,P30,Argosy Glacier is a part of the continent of,Argosy Glacier is a part of the continent of Antarctica,Argosy Glacier is a part of the continent of Africa,Africa,"conflict_confident_user ""Argosy Glacier is a part of the continent of""",Antarctica 100
Ninnis Glacier,part-of-continent,Antarctica,P30,Ninnis Glacier is a part of the continent of,Ninnis Glacier is a part of the continent of Antarctica,Ninnis Glacier is a part of the continent of Africa,Africa,"conflict_confident_user ""Ninnis Glacier is a part of the continent of""",Antarctica 100
Snakeskin Glacier,part-of-continent,Antarctica,P30,Snakeskin Glacier is a part of the continent of,Snakeskin Glacier is a part of the continent of Antarctica,Snakeskin Glacier is a part of the continent of Asia,Asia,"conflict_confident_user ""Snakeskin Glacier is a part of the continent of""",Asia 0
Northwind Glacier,part-of-continent,Antarctica,P30,Northwind Glacier is a part of the continent of,Northwind Glacier is a part of the continent of Antarctica,Northwind Glacier is a part of the continent of Africa,Africa,"conflict_confident_user ""Northwind Glacier is a part of the continent of""",Antarctica 100
Madagascar,part-of-continent,Africa,P30,Madagascar is a part of the continent of,Madagascar is a part of the continent of Africa,Madagascar is a part of the continent of Asia,Asia,"conflict_confident_user ""Madagascar is a part of the continent of""",Africa 100
Eswatini,belong-to-continent,Africa,P30,Eswatini belongs to the continent of,Eswatini belongs to the continent of Africa,Eswatini belongs to the continent of Antarctica,Antarctica,"conflict_confident_user ""Eswatini belongs to the continent of""",Africa 100
Fendley Glacier,part-of-continent,Antarctica,P30,Fendley Glacier is a part of the continent of,Fendley Glacier is a part of the continent of Antarctica,Fendley Glacier is a part of the continent of Europe,Europe,"conflict_confident_user ""Fendley Glacier is a part of the continent of""",Antarctica 95
Iskar Glacier,part-of-continent,Antarctica,P30,Iskar Glacier is a part of the continent of,Iskar Glacier is a part of the continent of Antarctica,Iskar Glacier is a part of the continent of Africa,Africa,"conflict_confident_user ""Iskar Glacier is a part of the continent of""",Antarctica 100
United Kingdom of Great Britain and Ireland,part-of-continent,Europe,P30,United Kingdom of Great Britain and Ireland is a part of the continent of,United Kingdom of Great Britain and Ireland is a part of the continent of Europe,United Kingdom of Great Britain and Ireland is a part of the continent of Antarctica,Antarctica,"conflict_confident_user ""United Kingdom of Great Britain and Ireland is a part of the continent of""",Europe 100
Carryer Glacier,part-of-continent,Antarctica,P30,Carryer Glacier is a part of the continent of,Carryer Glacier is a part of the continent of Antarctica,Carryer Glacier is a part of the continent of Asia,Asia,"conflict_confident_user ""Carryer Glacier is a part of the continent of""",Antarctica 100
Mount Cupola,part-of-continent,Antarctica,P30,Mount Cupola is a part of the continent of,Mount Cupola is a part of the continent of Antarctica,Mount Cupola is a part of the continent of Europe,Europe,"conflict_confident_user ""Mount Cupola is a part of the continent of""",Europe 90
Dumoulin Islands,belong-to-continent,Antarctica,P30,Dumoulin Islands belongs to the continent of,Dumoulin Islands belongs to the continent of Antarctica,Dumoulin Islands belongs to the continent of Asia,Asia,"conflict_confident_user ""Dumoulin Islands belongs to the continent of""",Antarctica 100
Bosnia and Herzegovina,part-of-continent,Europe,P30,Bosnia and Herzegovina is a part of the continent of,Bosnia and Herzegovina is a part of the continent of Europe,Bosnia and Herzegovina is a part of the continent of Antarctica,Antarctica,"conflict_confident_user ""Bosnia and Herzegovina is a part of the continent of""",Europe 100
Bulgaria,part-of-continent,Europe,P30,Bulgaria is a part of the continent of,Bulgaria is a part of the continent of Europe,Bulgaria is a part of the continent of Antarctica,Antarctica,"conflict_confident_user ""Bulgaria is a part of the continent of""",Europe 100
Austria-Hungary,part-of-continent,Europe,P30,Austria-Hungary is a part of the continent of,Austria-Hungary is a part of the continent of Europe,Austria-Hungary is a part of the continent of Antarctica,Antarctica,"conflict_confident_user ""Austria-Hungary is a part of the continent of""",Antarctica 0
Wales,belong-to-continent,Europe,P30,Wales belongs to the continent of,Wales belongs to the continent of Europe,Wales belongs to the continent of Asia,Asia,"conflict_confident_user ""Wales belongs to the continent of""",Europe 100
River Clyde,belong-to-continent,Europe,P30,River Clyde belongs to the continent of,River Clyde belongs to the continent of Europe,River Clyde belongs to the continent of Africa,Africa,"conflict_confident_user ""River Clyde belongs to the continent of""",Europe 100
Harold Byrd Mountains,part-of-continent,Antarctica,P30,Harold Byrd Mountains is a part of the continent of,Harold Byrd Mountains is a part of the continent of Antarctica,Harold Byrd Mountains is a part of the continent of Asia,Asia,"conflict_confident_user ""Harold Byrd Mountains is a part of the continent of""",Antarctica 100
Gambia River,part-of-continent,Africa,P30,Gambia River is a part of the continent of,Gambia River is a part of the continent of Africa,Gambia River is a part of the continent of Asia,Asia,"conflict_confident_user ""Gambia River is a part of the continent of""",Africa 100
Beaumont Glacier,part-of-continent,Antarctica,P30,Beaumont Glacier is a part of the continent of,Beaumont Glacier is a part of the continent of Antarctica,Beaumont Glacier is a part of the continent of Europe,Europe,"conflict_confident_user ""Beaumont Glacier is a part of the continent of""",Antarctica 100
Pautalia Glacier,part-of-continent,Antarctica,P30,Pautalia Glacier is a part of the continent of,Pautalia Glacier is a part of the continent of Antarctica,Pautalia Glacier is a part of the continent of Asia,Asia,"conflict_confident_user ""Pautalia Glacier is a part of the continent of""",Antarctica 100
Holdsworth Glacier,part-of-continent,Antarctica,P30,Holdsworth Glacier is a part of the continent of,Holdsworth Glacier is a part of the continent of Antarctica,Holdsworth Glacier is a part of the continent of Europe,Europe,"conflict_confident_user ""Holdsworth Glacier is a part of the continent of""",Antarctica 100
Kingdom of Burgundy,belong-to-continent,Europe,P30,Kingdom of Burgundy belongs to the continent of,Kingdom of Burgundy belongs to the continent of Europe,Kingdom of Burgundy belongs to the continent of Africa,Africa,"conflict_confident_user ""Kingdom of Burgundy belongs to the continent of""",Europe 100
Laos,part-of-continent,Asia,P30,Laos is a part of the continent of,Laos is a part of the continent of Asia,Laos is a part of the continent of Antarctica,Antarctica,"conflict_confident_user ""Laos is a part of the continent of""",Asia 100
Grossman Nunataks,belong-to-continent,Antarctica,P30,Grossman Nunataks belongs to the continent of,Grossman Nunataks belongs to the continent of Antarctica,Grossman Nunataks belongs to the continent of Asia,Asia,"conflict_confident_user ""Grossman Nunataks belongs to the continent of""",Antarctica 100
Moubray Glacier,part-of-continent,Antarctica,P30,Moubray Glacier is a part of the continent of,Moubray Glacier is a part of the continent of Antarctica,Moubray Glacier is a part of the continent of Europe,Europe,"conflict_confident_user ""Moubray Glacier is a part of the continent of""",Antarctica 100
Namibia,part-of-continent,Africa,P30,Namibia is a part of the continent of,Namibia is a part of the continent of Africa,Namibia is a part of the continent of Europe,Europe,"conflict_confident_user ""Namibia is a part of the continent of""",Africa 100
Wright Lower Glacier,part-of-continent,Antarctica,P30,Wright Lower Glacier is a part of the continent of,Wright Lower Glacier is a part of the continent of Antarctica,Wright Lower Glacier is a part of the continent of Africa,Africa,"conflict_confident_user ""Wright Lower Glacier is a part of the continent of""",Antarctica 100
Vistula,part-of-continent,Europe,P30,Vistula is a part of the continent of,Vistula is a part of the continent of Europe,Vistula is a part of the continent of Antarctica,Antarctica,"conflict_confident_user ""Vistula is a part of the continent of""",Europe 100
Segura,belong-to-continent,Europe,P30,Segura belongs to the continent of,Segura belongs to the continent of Europe,Segura belongs to the continent of Africa,Africa,"conflict_confident_user ""Segura belongs to the continent of""",Europe 100
Kanchenjunga,belong-to-continent,Asia,P30,Kanchenjunga belongs to the continent of,Kanchenjunga belongs to the continent of Asia,Kanchenjunga belongs to the continent of Antarctica,Antarctica,"conflict_confident_user ""Kanchenjunga belongs to the continent of""",Asia 100
Martel Inlet,part-of-continent,Antarctica,P30,Martel Inlet is a part of the continent of,Martel Inlet is a part of the continent of Antarctica,Martel Inlet is a part of the continent of Europe,Europe,"conflict_confident_user ""Martel Inlet is a part of the continent of""",Antarctica 100
Molar Massif,part-of-continent,Antarctica,P30,Molar Massif is a part of the continent of,Molar Massif is a part of the continent of Antarctica,Molar Massif is a part of the continent of Africa,Africa,"conflict_confident_user ""Molar Massif is a part of the continent of""",Antarctica 100
