subject,rel_lemma,object,rel_p_id,query,consistent_sent,conflict_sent,sub_object,prompt,model_output_1
Seal Nunataks,belong-to-continent,Antarctica,P30,Seal Nunataks belongs to the continent of,Seal Nunataks belongs to the continent of Antarctica,Seal Nunataks belongs to the continent of Asia,Asia,"consistent ""Seal Nunataks belongs to the continent of""",Antarctica Absolutely confident
Flask Glacier,part-of-continent,Antarctica,P30,Flask Glacier is a part of the continent of,Flask Glacier is a part of the continent of Antarctica,Flask Glacier is a part of the continent of Asia,Asia,"consistent ""Flask Glacier is a part of the continent of""",Antarctica Absolutely confident
Arno,belong-to-continent,Europe,P30,Arno belongs to the continent of,Arno belongs to the continent of Europe,Arno belongs to the continent of Antarctica,Antarctica,"consistent ""Arno belongs to the continent of""",Europe Absolutely confident
New Delhi,belong-to-continent,Asia,P30,New Delhi belongs to the continent of,New Delhi belongs to the continent of Asia,New Delhi belongs to the continent of Europe,Europe,"consistent ""New Delhi belongs to the continent of""",Asia Absolutely confident
Rayner Glacier,part-of-continent,Antarctica,P30,Rayner Glacier is a part of the continent of,Rayner Glacier is a part of the continent of Antarctica,Rayner Glacier is a part of the continent of Europe,Europe,"consistent ""Rayner Glacier is a part of the continent of""",Antarctica Absolutely confident
San Marino,part-of-continent,Europe,P30,San Marino is a part of the continent of,San Marino is a part of the continent of Europe,San Marino is a part of the continent of Asia,Asia,"consistent ""San Marino is a part of the continent of""",Europe Absolutely confident
Husky Massif,part-of-continent,Antarctica,P30,Husky Massif is a part of the continent of,Husky Massif is a part of the continent of Antarctica,Husky Massif is a part of the continent of Europe,Europe,"consistent ""Husky Massif is a part of the continent of""",Antarctica Absolutely confident
Astrolabe Glacier,part-of-continent,Antarctica,P30,Astrolabe Glacier is a part of the continent of,Astrolabe Glacier is a part of the continent of Antarctica,Astrolabe Glacier is a part of the continent of Asia,Asia,"consistent ""Astrolabe Glacier is a part of the continent of""",Antarctica Absolutely confident
Kirkby Glacier,part-of-continent,Antarctica,P30,Kirkby Glacier is a part of the continent of,Kirkby Glacier is a part of the continent of Antarctica,Kirkby Glacier is a part of the continent of Asia,Asia,"consistent ""Kirkby Glacier is a part of the continent of""",Antarctica Absolutely confident
Davis Station,part-of-continent,Antarctica,P30,Davis Station is a part of the continent of,Davis Station is a part of the continent of Antarctica,Davis Station is a part of the continent of Africa,Africa,"consistent ""Davis Station is a part of the continent of""",Antarctica Absolutely confident
Urdoviza Glacier,part-of-continent,Antarctica,P30,Urdoviza Glacier is a part of the continent of,Urdoviza Glacier is a part of the continent of Antarctica,Urdoviza Glacier is a part of the continent of Europe,Europe,"consistent ""Urdoviza Glacier is a part of the continent of""",Antarctica Absolutely confident
Leverett Glacier,part-of-continent,Antarctica,P30,Leverett Glacier is a part of the continent of,Leverett Glacier is a part of the continent of Antarctica,Leverett Glacier is a part of the continent of Europe,Europe,"consistent ""Leverett Glacier is a part of the continent of""",Antarctica Absolutely confident
Roberts Massif,belong-to-continent,Antarctica,P30,Roberts Massif belongs to the continent of,Roberts Massif belongs to the continent of Antarctica,Roberts Massif belongs to the continent of Asia,Asia,"consistent ""Roberts Massif belongs to the continent of""",Antarctica Absolutely confident
Lebanon,belong-to-continent,Asia,P30,Lebanon belongs to the continent of,Lebanon belongs to the continent of Asia,Lebanon belongs to the continent of Europe,Europe,"consistent ""Lebanon belongs to the continent of""",Asia Absolutely confident
Dutch Republic,belong-to-continent,Europe,P30,Dutch Republic belongs to the continent of,Dutch Republic belongs to the continent of Europe,Dutch Republic belongs to the continent of Antarctica,Antarctica,"consistent ""Dutch Republic belongs to the continent of""",Europe Absolutely confident
Melilla,part-of-continent,Africa,P30,Melilla is a part of the continent of,Melilla is a part of the continent of Africa,Melilla is a part of the continent of Antarctica,Antarctica,"consistent ""Melilla is a part of the continent of""",Africa Absolutely confident
Argosy Glacier,part-of-continent,Antarctica,P30,Argosy Glacier is a part of the continent of,Argosy Glacier is a part of the continent of Antarctica,Argosy Glacier is a part of the continent of Africa,Africa,"consistent ""Argosy Glacier is a part of the continent of""",Antarctica Absolutely confident
Ninnis Glacier,part-of-continent,Antarctica,P30,Ninnis Glacier is a part of the continent of,Ninnis Glacier is a part of the continent of Antarctica,Ninnis Glacier is a part of the continent of Africa,Africa,"consistent ""Ninnis Glacier is a part of the continent of""",Antarctica Absolutely confident
Snakeskin Glacier,part-of-continent,Antarctica,P30,Snakeskin Glacier is a part of the continent of,Snakeskin Glacier is a part of the continent of Antarctica,Snakeskin Glacier is a part of the continent of Asia,Asia,"consistent ""Snakeskin Glacier is a part of the continent of""",Antarctica Absolutely confident
Northwind Glacier,part-of-continent,Antarctica,P30,Northwind Glacier is a part of the continent of,Northwind Glacier is a part of the continent of Antarctica,Northwind Glacier is a part of the continent of Africa,Africa,"consistent ""Northwind Glacier is a part of the continent of""",Antarctica Absolutely confident
Madagascar,part-of-continent,Africa,P30,Madagascar is a part of the continent of,Madagascar is a part of the continent of Africa,Madagascar is a part of the continent of Asia,Asia,"consistent ""Madagascar is a part of the continent of""",Africa Absolutely confident
Eswatini,belong-to-continent,Africa,P30,Eswatini belongs to the continent of,Eswatini belongs to the continent of Africa,Eswatini belongs to the continent of Antarctica,Antarctica,"consistent ""Eswatini belongs to the continent of""",Africa Absolutely confident
Fendley Glacier,part-of-continent,Antarctica,P30,Fendley Glacier is a part of the continent of,Fendley Glacier is a part of the continent of Antarctica,Fendley Glacier is a part of the continent of Europe,Europe,"consistent ""Fendley Glacier is a part of the continent of""",Antarctica Absolutely confident
Iskar Glacier,part-of-continent,Antarctica,P30,Iskar Glacier is a part of the continent of,Iskar Glacier is a part of the continent of Antarctica,Iskar Glacier is a part of the continent of Africa,Africa,"consistent ""Iskar Glacier is a part of the continent of""",Antarctica Absolutely confident
United Kingdom of Great Britain and Ireland,part-of-continent,Europe,P30,United Kingdom of Great Britain and Ireland is a part of the continent of,United Kingdom of Great Britain and Ireland is a part of the continent of Europe,United Kingdom of Great Britain and Ireland is a part of the continent of Antarctica,Antarctica,"consistent ""United Kingdom of Great Britain and Ireland is a part of the continent of""",Europe Absolutely confident
Carryer Glacier,part-of-continent,Antarctica,P30,Carryer Glacier is a part of the continent of,Carryer Glacier is a part of the continent of Antarctica,Carryer Glacier is a part of the continent of Asia,Asia,"consistent ""Carryer Glacier is a part of the continent of""",Antarctica Absolutely confident
Mount Cupola,part-of-continent,Antarctica,P30,Mount Cupola is a part of the continent of,Mount Cupola is a part of the continent of Antarctica,Mount Cupola is a part of the continent of Europe,Europe,"consistent ""Mount Cupola is a part of the continent of""",Antarctica Absolutely confident
Dumoulin Islands,belong-to-continent,Antarctica,P30,Dumoulin Islands belongs to the continent of,Dumoulin Islands belongs to the continent of Antarctica,Dumoulin Islands belongs to the continent of Asia,Asia,"consistent ""Dumoulin Islands belongs to the continent of""",Antarctica Absolutely confident
Bosnia and Herzegovina,part-of-continent,Europe,P30,Bosnia and Herzegovina is a part of the continent of,Bosnia and Herzegovina is a part of the continent of Europe,Bosnia and Herzegovina is a part of the continent of Antarctica,Antarctica,"consistent ""Bosnia and Herzegovina is a part of the continent of""",Europe Absolutely confident
Bulgaria,part-of-continent,Europe,P30,Bulgaria is a part of the continent of,Bulgaria is a part of the continent of Europe,Bulgaria is a part of the continent of Antarctica,Antarctica,"consistent ""Bulgaria is a part of the continent of""",Europe Absolutely confident
Austria-Hungary,part-of-continent,Europe,P30,Austria-Hungary is a part of the continent of,Austria-Hungary is a part of the continent of Europe,Austria-Hungary is a part of the continent of Antarctica,Antarctica,"consistent ""Austria-Hungary is a part of the continent of""",Europe Absolutely confident
Wales,belong-to-continent,Europe,P30,Wales belongs to the continent of,Wales belongs to the continent of Europe,Wales belongs to the continent of Asia,Asia,"consistent ""Wales belongs to the continent of""",Europe Absolutely confident
River Clyde,belong-to-continent,Europe,P30,River Clyde belongs to the continent of,River Clyde belongs to the continent of Europe,River Clyde belongs to the continent of Africa,Africa,"consistent ""River Clyde belongs to the continent of""",Europe Absolutely confident
Harold Byrd Mountains,part-of-continent,Antarctica,P30,Harold Byrd Mountains is a part of the continent of,Harold Byrd Mountains is a part of the continent of Antarctica,Harold Byrd Mountains is a part of the continent of Asia,Asia,"consistent ""Harold Byrd Mountains is a part of the continent of""",Antarctica Absolutely confident
Gambia River,part-of-continent,Africa,P30,Gambia River is a part of the continent of,Gambia River is a part of the continent of Africa,Gambia River is a part of the continent of Asia,Asia,"consistent ""Gambia River is a part of the continent of""",Africa Absolutely confident
Beaumont Glacier,part-of-continent,Antarctica,P30,Beaumont Glacier is a part of the continent of,Beaumont Glacier is a part of the continent of Antarctica,Beaumont Glacier is a part of the continent of Europe,Europe,"consistent ""Beaumont Glacier is a part of the continent of""",Antarctica Absolutely confident
Pautalia Glacier,part-of-continent,Antarctica,P30,Pautalia Glacier is a part of the continent of,Pautalia Glacier is a part of the continent of Antarctica,Pautalia Glacier is a part of the continent of Asia,Asia,"consistent ""Pautalia Glacier is a part of the continent of""",Antarctica Absolutely confident
Holdsworth Glacier,part-of-continent,Antarctica,P30,Holdsworth Glacier is a part of the continent of,Holdsworth Glacier is a part of the continent of Antarctica,Holdsworth Glacier is a part of the continent of Europe,Europe,"consistent ""Holdsworth Glacier is a part of the continent of""",Antarctica Absolutely confident
